created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Apr 28 12:37:15 +0000 2022;1519656992578879488;"Ditunggu news selanjutnya #Binjin mini nya 🤭  #hyunbin #sonyejin #crashlandingonyou #cloy #kdrama https://t.co/5XHECWzMSg";0;0;1;18;in;1352523299683753984;1519656992578879488;Annyeong_tweets;https://twitter.com/Annyeong_tweets/status/1519656992578879488
Mon Apr 18 02:40:08 +0000 2022;1515882843464998924;"it's not about being happy or not , all I know for sure that  I really don't mind if they'll  delete an option called (feelings) if I'm not . #feelings  #Tweets  #kdrama #BTSARMY #TwentyFiveTwentyOne #MyLiberationNotes";0;0;0;1;en;1515868074095820800;1515882843464998924;ThDollrin;https://twitter.com/ThDollrin/status/1515882843464998924
Wed Apr 13 19:23:31 +0000 2022;1514323415179546625;"Trending now: #LeeJunHo 23.7 K + tweets of love &amp  support for #BestActor Korean PD Award Winner &amp  top Idol Singer Dancer Actor Model ⁦@dlwnsghek⁩ of ⁦@follow_2PM⁩ 🏆 #Hottest #kpop #kdrama fans appreciate all you do! ❤️#TheActorIsPresent #KoreanActors200 #Baeksang 🙏 https://t.co/IRo5LZ39Nj";0;0;0;5;en;286208037;1514323415179546625;audreyandray;https://twitter.com/audreyandray/status/1514323415179546625
Sun Apr 10 12:24:24 +0000 2022;1513130777097084934;"Henlo, my name's Gwen &amp  I created this acc for my Genshin Impact, BTS, Anime, J/Kpop, J/Kdrama, movies, book-ish tweets &amp  coffee cravings 💜 So if you like any of those, let's be friends. Please help ♡/↻ 💜  #genshintwt #BTS #jdrama #kdrama #JPOP #kpoptwt #Anitwt #booktwt";0;1;0;7;en;1502195920414203905;1513130777097084934;RandomGirlGwen;https://twitter.com/RandomGirlGwen/status/1513130777097084934
Wed Apr 06 08:51:53 +0000 2022;1511627743603171328;"BTS Aren’t Real Songwriters? Producer Mike Dean Under Fire For Angry Tweets | follow for #kpop &amp  #kdrama updates https://t.co/3sY7TritcJ";0;0;0;0;en;1150449067509440513;1511627743603171328;3PointInsights;https://twitter.com/3PointInsights/status/1511627743603171328
Mon Apr 04 01:16:57 +0000 2022;1510788481705906180;"as a long time #kdrama fan…I remember in 2018 the craze for kdramas had died down a lot .. I used to miss kdrama tweets but now they are back in game .. all these new dramas trend everytime.. kdramatwt should stay like this #TwentyFiveTwentyOne";0;0;0;1;en;439030177;1510788481705906180;SaamyaKrishna;https://twitter.com/SaamyaKrishna/status/1510788481705906180
Thu Mar 31 03:13:34 +0000 2022;1509368277792747521;"further proof sunghoon and youngseo are adorkable chaotic soulmates.😌❤️  #businessproposal • #kdrama  #kimminkyu • #seolinah • #netflix https://t.co/1t5Evq4Inl";0;0;6;14;en;1340007327064150016;1509368277792747521;kdgurl_tweets;https://twitter.com/kdgurl_tweets/status/1509368277792747521
Thu Mar 24 16:51:48 +0000 2022;1507037476761743362;"Trending now : #LeeJunHo 6.9 K + tweets for the best #kpop &amp  #kdrama performer ! ⁦@dlwnsghek⁩ of ⁦@follow_2PM⁩ is winning hearts ❤️‍🔥 with his talents &amp  hard work! Keep tweeting your support for #TheActorIsPresent #KoreanActors200 🎥👑🎭📺🎶🕺🏻🛍🏆❤️ https://t.co/mcGVDEs3Yh";0;0;4;12;en;286208037;1507037476761743362;audreyandray;https://twitter.com/audreyandray/status/1507037476761743362
Tue Mar 22 01:44:26 +0000 2022;1506084353343844354;"if you’re a second lead couple shipper  and you’ve seen #businessproposalep7   then you know…😌🙌😍❤️  #businessproposal • #kdrama  #seolinah • #kimmingue • #netflix https://t.co/XnPJtwn6z3";1;0;1;9;en;1340007327064150016;1506084353343844354;kdgurl_tweets;https://twitter.com/kdgurl_tweets/status/1506084353343844354
Fri Mar 18 13:45:55 +0000 2022;1504816371644846080;"Trending now: #LeeJunHo 9.4 K + tweets for this hard-working #kpop #kdrama singer, actor, dancer, model &amp  beautiful human being! Every season is ⁦@dlwnsghek⁩ of ⁦@follow_2PM⁩ 's season! #Hottest care about U ❤️🎥🎭📺🦊🎶🍑❤️🍕🥪🍫🕺🏻#TheActorIsPresent #KoreanActors200 https://t.co/2BeXXNGBJH";0;0;3;12;en;286208037;1504816371644846080;audreyandray;https://twitter.com/audreyandray/status/1504816371644846080
Fri Mar 18 02:04:06 +0000 2022;1504639753915797505;"it’s just a show, it can’t hurt you…  the show:  🥺💔  #heispsychometric • #kdrama  #jinyoung • #kimkwon   (this drama was amazing and I loved it even if it sometimes broke my heart.) https://t.co/7nZ6tAJe6C";0;0;1;3;en;1340007327064150016;1504639753915797505;kdgurl_tweets;https://twitter.com/kdgurl_tweets/status/1504639753915797505
Wed Mar 16 01:49:40 +0000 2022;1503911343090388996;"I don’t know about everyone else, but I’m watching this show for them.😌💕  #businessproposal • #kdrama  #seolinah • #kimminkyu https://t.co/OILvnNQCuV";0;3;12;74;en;1340007327064150016;1503911343090388996;kdgurl_tweets;https://twitter.com/kdgurl_tweets/status/1503911343090388996
Mon Mar 07 05:06:55 +0000 2022;1500699494689607683;"I cannot get over how well done this show was…the writing, the sets, the cinematography, the music, and the acting all came together to create an outstanding drama.🖤  everything (especially their bromance) deserves a 10/10! 👏  #thedeviljudge • #kdrama  #jisung • #jinyoung https://t.co/1UysBdrhyz";0;0;2;5;en;1340007327064150016;1500699494689607683;kdgurl_tweets;https://twitter.com/kdgurl_tweets/status/1500699494689607683
Thu Mar 03 10:55:31 +0000 2022;1499337668752248835;"I have two dramas/series that apparently a lot of people liked and I just Don't understand why 😭😂😂😂 and there are always some tweets about them on my timeline and tiktok fyp😂 #kdrama #Blseries I really don't see what you guys are seeing 😭😂 https://t.co/WWg94LM5EZ";0;0;0;1;en;32156152;1499337668752248835;cooking_dramas;https://twitter.com/cooking_dramas/status/1499337668752248835
Sat Feb 26 03:40:37 +0000 2022;1497416283431735296;"didn’t know I would love this show as much as I did…I already miss the lovable hospital ghosts and their bromance. 🤧❤️  definitely deserves a 10/10! 👏  #ghostdoctor • #kdrama  #kimbum • #rain https://t.co/0jSzW8skCP";0;0;2;4;en;1340007327064150016;1497416283431735296;kdgurl_tweets;https://twitter.com/kdgurl_tweets/status/1497416283431735296
